id,spanish,english,level,partOfSpeech,imageQuery
1929,"propuesta","proposal",B2,noun,"business presentation slides pitch desk"
1930,"proyecto","enterprise",B2,noun,"team reviewing architectural blueprint model"
1931,"iniciativa","initiative",B2,noun,"sprout planted in soil green hands"
1932,"inversión","capital investment",B2,noun,"growing green plant coins investment"
1933,"financiación","financing",B2,noun,"banking loan agreement documents pen"
1934,"subvención","subsidy / grant",B2,noun,"grant check certificate research funding"
1935,"presupuesto","financial budget",B2,noun,"budget sheet calculation coins pen"
1936,"gastos","expenses",B2,noun,"calculating monthly expense receipts table"
1937,"ingresos","income / revenue",B2,noun,"rising chart green arrow money revenue"
1938,"ganancias","earnings",B2,noun,"handful of gold coins earnings"
1939,"beneficio","benefit / profit",B2,noun,"sprouting plant money coins profit"
1940,"rendimiento","return / yield",B2,noun,"wheat field golden harvest yield"
1941,"dividendo","dividend",B2,noun,"financial growth chart dividend payout"
1942,"acciones","shares / stocks",B2,noun,"stock market exchange tickers board"
1943,"bolsa","stock market",B2,noun,"wall street stock exchange floor traders"
1944,"inversor","investor",B2,noun,"investor reviewing market graph tablet"
1945,"accionista","shareholder",B2,noun,"shareholder meeting voting room desk"
1946,"socio","partner",B2,noun,"business partners shaking hands agreement"
1947,"aliado","ally",B2,noun,"two allies shaking hands flags"
1948,"rival","competitor",B2,noun,"athletes running track race competition"
1949,"competidor","market rival",B2,noun,"two runners sprinting finish line track"
1950,"cliente","patron",B2,noun,"happy client smiling restaurant desk"
1951,"consumidor","consumer",B2,noun,"shopper selecting products store aisle"
1952,"usuario","user",B2,noun,"person using smartphone digital app"
1953,"suscriptor","subscriber",B2,noun,"subscribing digital newsletter tablet click"
1954,"público","public / audience",B2,noun,"cheering audience theater concert hall"
1955,"audiencia","audience",B2,noun,"spectators in auditorium stadium applause"
1956,"espectador","viewer / spectator",B2,noun,"viewers watching movie cinema screen"
1957,"oyente","listener",B2,noun,"person listening radio headphones cozy"
1958,"lector","reader",B2,noun,"person reading book library cozy chair"
1959,"autor","author / writer",B2,noun,"writer typing novel laptop desk"
1960,"creador","creator",B2,noun,"digital content creator camera studio"
1961,"artista","artist",B2,noun,"painter color palette canvas easel"
1962,"músico","musician",B2,noun,"guitarist playing acoustic guitar stage"
1963,"escritor","writer",B2,noun,"vintage typewriter writing paper pages"
1964,"pensador","thinker",B2,noun,"rodin thinker statue sunset reflection"
1965,"investigador","researcher",B2,noun,"researcher looking microscope laboratory"
1966,"científico","scientist",B2,noun,"chemist holding lab flask experiment"
1967,"experto","expert / specialist",B2,noun,"specialist analyzing data charts desk"
1968,"especialista","specialist",B2,noun,"doctor specialist examining patient scan"
1969,"profesional","professional",B2,noun,"business professional laptop desk office"
1970,"técnico","technician",B2,noun,"technician repairing server circuit board"
1971,"ingeniero","structural engineer",B2,noun,"engineer inspecting construction bridge helmet"
1972,"arquitecto","master architect",B2,noun,"architect inspecting skyscraper building model"
1973,"diseñador","designer",B2,noun,"graphic designer tablet drawing stylus"
1974,"desarrollador","developer",B2,noun,"software developer coding two monitors"
1975,"programador","coder / programmer",B2,noun,"programmer typing code screen night"
1976,"administrador","administrator",B2,noun,"sysadmin managing server rack network"
1977,"peptón","pedestrian",A2,noun,"pedestrian crosswalk city"
1978,"anuncio","ad",B1,noun,"city billboard ad"
1979,"comunicado","press release",B1,noun,"official document release"
1980,"conversación","talk",B1,noun,"friends talking coffee"
1981,"diálogo","discussion",B1,noun,"two people talking"
1982,"contexto","background",B1,noun,"reading book context"
1983,"antónimo","opposite",B1,noun,"opposite arrows concept"
1984,"sinónimo","synonym",B1,noun,"connected words thesaurus"
1985,"definición","meaning",B1,noun,"dictionary definition page"
1986,"significado","sense",B1,noun,"open dictionary word"
1987,"ortografía","spelling",B1,noun,"checking dictionary spelling"
1988,"gramática","rules",B1,noun,"grammar book study"
1989,"pronunciación","speech sound",B1,noun,"practicing speech mic"
1990,"acento","stress mark",B1,noun,"typed spanish accent"
1991,"voz","sound",B1,noun,"glowing microphone voice"
1992,"sonido","audio wave",B1,noun,"audio sound wave"
1993,"letra","character",B1,B1,"metal letter blocks"
1994,"palabra","vocabulary item",B1,noun,"wooden spelling blocks"
1995,"oración","statement",B1,noun,"written sentence notebook"
1996,"frase","expression",B1,noun,"typewriter paper phrase"
1997,"vocablo","lexical item",B1,noun,"vocabulary learning book"
1998,"traducción","rendering",B1,noun,"translator dictionary writing"
1999,"administrador","manager / admin",B2,noun,"sysadmin server rack"
2000,"programador","software developer",B2,noun,"programmer typing code"
2001,"desarrollador","code developer",B2,noun,"software developer monitors"
2002,"diseñador","visual designer",B2,noun,"graphic designer tablet"
2003,"arquitecto","building architect",B2,noun,"architect model skyscraper"
2004,"ingeniero","tech engineer",B2,noun,"engineer construction bridge"
2005,"técnico","specialist technician",B2,noun,"technician repairing server"
2006,"profesional","industry professional",B2,noun,"business professional desk"
2007,"especialista","field expert",B2,noun,"specialist examining scan"
2008,"experto","authority",B2,noun,"specialist analyzing charts"
2009,"científico","lab scientist",B2,noun,"chemist holding lab flask"
2010,"investigador","field researcher",B2,noun,"researcher looking microscope"
